DUF1496	PF07383.12	Protein of unknown function (DUF1496)
DUF1497	PF07384.11	Protein of unknown function (DUF1497)
DUF1499	PF07386.11	Protein of unknown function (DUF1499)
DUF150	PF02576.17	RimP N-terminal domain
DUF1500	PF07389.12	Protein of unknown function (DUF1500)
DUF1501	PF07394.12	Protein of unknown function (DUF1501)
DUF1502	PF07397.11	Repeat of unknown function (DUF1502)
DUF1505	PF07403.11	Protein of unknown function (DUF1505)
DUF1506	PF07405.11	Protein of unknown function (DUF1506)
DUF1507	PF07408.11	Protein of unknown function (DUF1507)
DUF1508	PF07411.12	Domain of unknown function (DUF1508)
DUF1509	PF07420.11	Protein of unknown function (DUF1509)
DUF150_C	PF17384.2	RimP C-terminal SH3 domain
DUF1510	PF07423.11	Domain of unknown function (DUF1510)
DUF1512	PF07431.12	Protein of unknown function (DUF1512)
DUF1513	PF07433.11	Protein of unknown function (DUF1513)
DUF1514	PF07438.11	Protein of unknown function (DUF1514)
DUF1515	PF07439.11	Protein of unknown function (DUF1515)
DUF1516	PF07457.11	Protein of unknown function (DUF1516)
DUF1517	PF07466.11	Protein of unknown function (DUF1517)
DUF1518	PF07469.12	Domain of unknown function (DUF1518)
DUF1521	PF07481.11	Domain of Unknown Function (DUF1521)
DUF1522	PF07482.11	Domain of Unknown Function (DUF1522)
DUF1523	PF07509.11	Protein of unknown function (DUF1523)
DUF1524	PF07510.11	Protein of unknown function (DUF1524)
DUF1525	PF07511.11	Protein of unknown function (DUF1525)
DUF1529	PF07485.11	Domain of Unknown Function (DUF1259)
DUF1533	PF07550.11	Protein of unknown function (DUF1533)
DUF1534	PF07551.11	Protein of unknown function (DUF1534)
DUF1538	PF07556.11	Protein of unknown function (DUF1538)
DUF1539	PF07560.11	Domain of Unknown Function (DUF1539)
DUF1540	PF07561.11	Domain of Unknown Function (DUF1540)
DUF1541	PF07563.11	Protein of unknown function (DUF1541)
DUF1542	PF07564.11	Domain of Unknown Function (DUF1542)
DUF1543	PF07566.12	Domain of Unknown Function (DUF1543)
DUF1547	PF07577.11	Domain of Unknown Function (DUF1547)
DUF1548	PF07579.11	Domain of Unknown Function (DUF1548)
DUF155	PF02582.14	Uncharacterised ACR, YagE family COG1723
DUF1554	PF07588.11	Protein of unknown function (DUF1554)
DUF1556	PF07590.11	Protein of unknown function (DUF1556)
DUF1560	PF07597.11	Protein of unknown function (DUF1560)
DUF1561	PF07598.11	Protein of unknown function (DUF1561)
DUF1563	PF07599.11	Protein of unknown function (DUF1563)
DUF1564	PF07600.11	Protein of unknown function (DUF1564)
DUF1565	PF07602.11	Protein of unknown function (DUF1565)
DUF1566	PF07603.11	Protein of unknown function (DUF1566)
DUF1569	PF07606.11	Protein of unknown function (DUF1569)
DUF1570	PF07607.11	Protein of unknown function (DUF1570)
DUF1571	PF07608.11	Protein of unknown function (DUF1571)
DUF1572	PF07609.11	Protein of unknown function (DUF1572)
DUF1573	PF07610.11	Protein of unknown function (DUF1573)
DUF1574	PF07611.11	Protein of unknown function (DUF1574)
DUF1576	PF07613.11	Protein of unknown function (DUF1576)
DUF1577	PF07614.11	Protein of unknown function (DUF1577)
DUF1579	PF07617.11	Protein of unknown function (DUF1579)
DUF1580	PF07618.11	Protein of unknown function (DUF1580)
DUF1581	PF07619.11	Protein of unknown function (DUF1581)
DUF1582	PF07621.11	Protein of unknown function (DUF1582)
DUF1583	PF07622.11	Protein of unknown function (DUF1583)
DUF1586	PF07625.11	Protein of unknown function (DUF1586)
DUF1589	PF07628.11	Protein of unknown function (DUF1589)
DUF1590	PF07629.11	Protein of unknown function (DUF1590)
DUF1593	PF07632.11	Protein of unknown function (DUF1593)
DUF1598	PF07643.11	Protein of unknown function (DUF1598)
DUF1599	PF07659.11	Nucleotide modification associated domain 1
DUF16	PF01519.16	Protein of unknown function DUF16
DUF1600	PF07667.11	Protein of unknown function (DUF1600)
DUF1601	PF07671.11	Protein of unknown function (DUF1601)
DUF1604	PF07713.13	Protein of unknown function (DUF1604)
DUF1609	PF07753.11	Protein of unknown function (DUF1609)
DUF1610	PF07754.11	Domain of unknown function (DUF1610)
DUF1611	PF07755.11	Domain of unknown function (DUF1611_C) P-loop domain
DUF1611_N	PF17396.2	Domain of unknown function (DUF1611_N) Rossmann-like domain
DUF1612	PF07756.12	Protein of unknown function (DUF1612)
DUF1614	PF07758.11	Protein of unknown function (DUF1614)
DUF1615	PF07759.12	Protein of unknown function (DUF1615)
DUF1616	PF07760.11	Protein of unknown function (DUF1616)
DUF1617	PF07761.12	Protein of unknown function (DUF1617)
DUF1618	PF07762.14	Protein of unknown function (DUF1618)
DUF1619	PF07773.11	Protein of unknown function (DUF1619)
DUF1622	PF07784.11	Protein of unknown function (DUF1622)
DUF1623	PF07785.11	Protein of unknown function (DUF1623)
DUF1624	PF07786.12	Protein of unknown function (DUF1624)
DUF1627	PF07789.12	Protein of unknown function (DUF1627)
DUF1629	PF07791.11	Protein of unknown function (DUF1629)
DUF1631	PF07793.11	Protein of unknown function (DUF1631)
DUF1633	PF07794.11	Protein of unknown function (DUF1633)
DUF1634	PF07843.11	Protein of unknown function (DUF1634)
DUF1635	PF07795.11	Protein of unknown function (DUF1635)
DUF1636	PF07845.11	Protein of unknown function (DUF1636)
DUF1638	PF07796.11	Protein of unknown function (DUF1638)
DUF1639	PF07797.14	Protein of unknown function (DUF1639)
DUF1640	PF07798.11	Protein of unknown function (DUF1640)
DUF1641	PF07849.11	Protein of unknown function (DUF1641)
DUF1642	PF07852.11	Protein of unknown function (DUF1642)
DUF1643	PF07799.12	Protein of unknown function (DUF1643)
DUF1644	PF07800.12	Protein of unknown function (DUF1644)
DUF1645	PF07816.11	Protein of unknown function (DUF1645)
DUF1646	PF07854.12	Protein of unknown function (DUF1646)
DUF1647	PF07801.11	Protein of unknown function (DUF1647)
DUF1648	PF07853.11	Protein of unknown function (DUF1648)
DUF1651	PF07864.11	Protein of unknown function (DUF1651)
DUF1652	PF07865.11	Protein of unknown function (DUF1652)
DUF1653	PF07866.11	Protein of unknown function (DUF1653)
DUF1654	PF07867.11	Protein of unknown function (DUF1654)
DUF1655	PF07868.11	Protein of unknown function (DUF1655)
DUF1656	PF07869.12	Protein of unknown function (DUF1656)
DUF1657	PF07870.11	Protein of unknown function (DUF1657)
DUF1658	PF07871.11	Protein of unknown function (DUF1658)
DUF1659	PF07872.11	Protein of unknown function (DUF1659)
DUF166	PF02593.14	Domain of unknown function
DUF1660	PF07874.11	Prophage protein (DUF1660)
DUF1661	PF07877.11	Protein of unknown function (DUF1661)
DUF1663	PF07909.11	Protein of unknown function (DUF1663)
DUF1664	PF07889.12	Protein of unknown function (DUF1664)
DUF1666	PF07891.12	Protein of unknown function (DUF1666)
DUF1667	PF07892.11	Protein of unknown function (DUF1667)
DUF1668	PF07893.13	Protein of unknown function (DUF1668)
DUF167	PF02594.16	Uncharacterised ACR, YggU family COG1872
DUF1670	PF07900.11	Protein of unknown function (DUF1670)
DUF1672	PF07901.11	Protein of unknown function (DUF1672)
DUF1673	PF07895.11	Protein of unknown function (DUF1673)
DUF1674	PF07896.12	Protein of unknown function (DUF1674)
DUF1676	PF07898.13	Protein of unknown function (DUF1676)
DUF1677	PF07911.13	Protein of unknown function (DUF1677)
DUF1678	PF07913.11	Protein of unknown function (DUF1678)
DUF1679	PF07914.11	Protein of unknown function (DUF1679)
DUF1681	PF07933.14	Protein of unknown function (DUF1681)
DUF1682	PF07946.14	Protein of unknown function (DUF1682)
DUF1684	PF07920.11	Protein of unknown function (DUF1684)
DUF1685	PF07939.11	Protein of unknown function (DUF1685)
DUF1686	PF07937.11	Protein of unknown function (DUF1686)
DUF1687	PF07955.11	Protein of unknown function (DUF1687)
DUF1688	PF07958.11	Protein of unknown function (DUF1688)
DUF1689	PF07954.11	Protein of unknown function (DUF1689)
DUF169	PF02596.15	Uncharacterised ArCR, COG2043
DUF1690	PF07956.11	Protein of Unknown function (DUF1690)
DUF1691	PF07950.11	Protein of unknown function (DUF1691)
DUF1694	PF07997.11	Protein of unknown function (DUF1694)
DUF1697	PF08002.11	Protein of unknown function (DUF1697)
DUF1699	PF08004.11	Protein of unknown function (DUF1699)
DUF1700	PF08006.11	Protein of unknown function (DUF1700)
DUF1702	PF08012.11	Protein of unknown function (DUF1702)
DUF1704	PF08014.11	Domain of unknown function (DUF1704)
DUF1706	PF08020.11	Protein of unknown function (DUF1706)
DUF1707	PF08044.11	Domain of unknown function (DUF1707)
DUF1708	PF08101.11	Domain of unknown function (DUF1708)
DUF1712	PF08217.11	Fungal domain of unknown function (DUF1712)
DUF1713	PF08213.11	Mitochondrial domain of unknown function (DUF1713)
DUF1717	PF05414.11	Viral domain of unknown function (DUF1717)
DUF1719	PF08224.11	Domain of unknown function (DUF1719)
DUF1720	PF08226.11	Domain of unknown function (DUF1720)
DUF1722	PF08349.11	Protein of unknown function (DUF1722)
DUF1724	PF08350.10	Domain of unknown function (DUF1724)
DUF1725	PF08333.11	Protein of unknown function (DUF1725)
DUF1726	PF08351.11	Domain of unknown function (DUF1726)
DUF1727	PF08353.10	Domain of unknown function (DUF1727)
DUF1729	PF08354.10	Domain of unknown function (DUF1729)
DUF1730	PF08331.10	Domain of unknown function (DUF1730)
DUF1731	PF08338.11	Domain of unknown function (DUF1731)
DUF1732	PF08340.11	Domain of unknown function (DUF1732)
DUF1735	PF08522.10	Domain of unknown function (DUF1735)
DUF1736	PF08409.11	Domain of unknown function (DUF1736)
DUF1737	PF08410.10	Domain of unknown function (DUF1737)
DUF1738	PF08401.11	Domain of unknown function (DUF1738)
DUF1741	PF08427.10	Domain of unknown function (DUF1741)
DUF1743	PF08489.11	Domain of unknown function (DUF1743)
DUF1744	PF08490.12	Domain of unknown function (DUF1744)
DUF1746	PF08508.10	Fungal domain of unknown function (DUF1746)
DUF1748	PF08520.10	Fungal protein of unknown function (DUF1748)
DUF1749	PF08538.10	Protein of unknown function (DUF1749)
DUF1751	PF08551.10	Eukaryotic integral membrane protein (DUF1751)
DUF1752	PF08550.10	Fungal protein of unknown function (DUF1752)
DUF1754	PF08555.10	Eukaryotic family of unknown function (DUF1754)
DUF1757	PF08560.10	Protein of unknown function (DUF1757)
DUF1758	PF05585.12	Putative peptidase (DUF1758)
DUF1759	PF03564.15	Protein of unknown function (DUF1759)
DUF1761	PF08570.10	Protein of unknown function (DUF1761)
DUF1764	PF08576.10	Eukaryotic protein of unknown function (DUF1764)
DUF1765	PF08578.10	Protein of unknown function (DUF1765)
DUF1768	PF08719.11	Domain of unknown function (DUF1768)
DUF1769	PF08588.10	Protein of unknown function (DUF1769)
DUF1770	PF08589.10	Fungal protein of unknown function (DUF1770)
DUF1771	PF08590.10	Domain of unknown function (DUF1771)
DUF1772	PF08592.11	Domain of unknown function (DUF1772)
DUF1773	PF08593.10	Domain of unknown function
DUF1774	PF08611.10	Fungal protein of unknown function (DUF1774)
DUF1775	PF07987.11	Domain of unkown function (DUF1775)
DUF1776	PF08643.10	Fungal family of unknown function (DUF1776)
DUF1778	PF08681.11	Protein of unknown function (DUF1778)
DUF1779	PF08680.10	TATA-box binding
DUF1780	PF08682.10	Putative endonuclease, protein of unknown function (DUF1780)
DUF1786	PF08735.10	Putative pyruvate format-lyase activating enzyme (DUF1786)
DUF1788	PF08747.11	Domain of unknown function (DUF1788)
DUF179	PF02622.15	Uncharacterized ACR, COG1678
DUF1793	PF08760.11	Domain of unknown function (DUF1793)
DUF1794	PF08768.11	Domain of unknown function (DUF1794)
DUF1796	PF08795.10	Putative papain-like cysteine peptidase (DUF1796)
DUF1797	PF08796.10	Protein of unknown function (DUF1797)
DUF1798	PF08807.10	Bacterial domain of unknown function (DUF1798)
DUF1799	PF08809.11	Phage related hypothetical protein (DUF1799)
DUF1800	PF08811.11	Protein of unknown function (DUF1800)
DUF1801	PF08818.11	Domain of unknown function (DU1801)
DUF1802	PF08819.11	Domain of unknown function (DUF1802)
DUF1803	PF08820.10	Domain of unknown function (DUF1803)
DUF1804	PF08822.11	Protein of unknown function (DUF1804)
DUF1805	PF08827.11	Domain of unknown function (DUF1805)
DUF1806	PF08830.10	Protein of unknown function (DUF1806)
DUF1810	PF08837.11	Protein of unknown function (DUF1810)
DUF1811	PF08838.10	Protein of unknown function (DUF1811)
DUF1815	PF08844.10	Domain of unknown function (DUF1815)
DUF1816	PF08846.10	Domain of unknown function (DUF1816)
DUF1818	PF08848.11	Domain of unknown function (DUF1818)
DUF1819	PF08849.11	Putative inner membrane protein (DUF1819)
DUF1820	PF08850.11	Domain of unknown function (DUF1820)
DUF1822	PF08852.11	Protein of unknown function (DUF1822)
DUF1823	PF08853.11	Domain of unknown function (DUF1823)
DUF1824	PF08854.10	Domain of unknown function (DUF1824)
DUF1825	PF08855.10	Domain of unknown function (DUF1825)
DUF1826	PF08856.11	Protein of unknown function (DUF1826)
DUF1827	PF08860.10	Domain of unknown function (DUF1827)
DUF1828	PF08861.10	Domain of unknown function DUF1828
DUF1829	PF08862.10	Domain of unknown function DUF1829
DUF1830	PF08865.11	Domain of unknown function (DUF1830)
DUF1831	PF08866.10	Putative amino acid metabolism
DUF1833	PF08875.11	Domain of unknown function (DUF1833)
DUF1834	PF08873.11	Domain of unknown function (DUF1834)
DUF1835	PF08874.10	Domain of unknown function (DUF1835)
DUF1836	PF08876.11	Domain of unknown function (DUF1836)
DUF1837	PF08878.11	Domain of unknown function (DUF1837)
DUF1838	PF08894.11	Protein of unknown function (DUF1838)
DUF1839	PF08893.10	Domain of unknown function (DUF1839)
DUF1840	PF08895.11	Domain of unknown function (DUF1840)
DUF1841	PF08897.11	Domain of unknown function (DUF1841)
DUF1842	PF08896.10	Domain of unknown function (DUF1842)
DUF1843	PF08898.10	Domain of unknown function (DUF1843)
DUF1844	PF08899.11	Domain of unknown function (DUF1844)
DUF1845	PF08900.11	Domain of unknown function (DUF1845)
DUF1846	PF08903.11	Domain of unknown function (DUF1846)
DUF1847	PF08901.11	Protein of unknown function (DUF1847)
DUF1848	PF08902.11	Domain of unknown function (DUF1848)
DUF1849	PF08904.11	Domain of unknown function (DUF1849)
DUF1850	PF08905.11	Domain of unknown function (DUF1850)
DUF1851	PF08906.11	Domain of unknown function (DUF1851)
DUF1852	PF08908.11	Domain of unknown function (DUF1852)
DUF1853	PF08907.11	Domain of unknown function (DUF1853)
DUF1854	PF08909.11	Domain of unknown function (DUF1854)
DUF1856	PF08983.10	Domain of unknown function (DUF1856)
DUF1857	PF08982.11	Domain of unknown function (DUF1857)
DUF1858	PF08984.11	Domain of unknown function (DUF1858)
DUF1859	PF08948.10	Domain of unknown function (DUF1859)
DUF1860	PF08949.10	Domain of unknown function (DUF1860)
DUF1861	PF08950.10	Protein of unknown function (DUF1861)
DUF1863	PF08937.11	MTH538 TIR-like domain (DUF1863)
DUF1864	PF08933.11	Domain of unknown function (DUF1864)
DUF1866	PF08952.11	Domain of unknown function (DUF1866)
DUF1869	PF08956.10	Domain of unknown function (DUF1869)
DUF1870	PF08965.10	Domain of unknown function (DUF1870)
DUF1871	PF08958.10	Domain of unknown function (DUF1871)
DUF1874	PF08960.10	Domain of unknown function (DUF1874)
DUF1876	PF08962.11	Domain of unknown function (DUF1876)
DUF1877	PF08974.10	Domain of unknown function (DUF1877)
DUF1878	PF08963.10	Protein of unknown function (DUF1878)
DUF188	PF02639.14	Uncharacterized BCR, YaiI/YqxD family COG1671
DUF1882	PF08966.11	Domain of unknown function (DUF1882)
DUF1883	PF08980.10	Domain of unknown function (DUF1883)
DUF1884	PF08967.10	Domain of unknown function (DUF1884)
DUF1885	PF08968.10	Domain of unknown function (DUF1885)
DUF1887	PF09002.11	Domain of unknown function (DUF1887)
DUF1889	PF08986.10	Domain of unknown function (DUF1889)
DUF1890	PF09001.11	Domain of unknown function (DUF1890)
DUF1891	PF09004.10	Domain of unknown function (DUF1891)
DUF1892	PF08987.10	Protein of unknown function (DUF1892)
DUF1894	PF08979.11	Domain of unknown function (DUF1894)
DUF1896	PF08989.10	Domain of unknown function (DUF1896)
DUF1897	PF09005.10	Domain of unknown function (DUF1897)
DUF1899	PF08953.11	Domain of unknown function (DUF1899)
DUF19	PF01579.18	Domain of unknown function (DUF19)
DUF190	PF02641.15	Uncharacterized ACR, COG1993
DUF1902	PF08972.11	Domain of unknown function (DUF1902)
DUF1904	PF08921.11	Domain of unknown function (DUF1904)
DUF1905	PF08922.11	Domain of unknown function (DUF1905)
DUF1906	PF08924.11	Domain of unknown function (DUF1906)
DUF1907	PF08925.11	Domain of Unknown Function (DUF1907)
DUF1908	PF08926.11	Domain of unknown function (DUF1908)
DUF1910	PF08928.10	Domain of unknown function (DUF1910)
DUF1911	PF08929.10	Domain of unknown function (DUF1911)
DUF1912	PF08930.10	Domain of unknown function (DUF1912)
DUF1917	PF08939.10	Domain of unknown function (DUF1917)
DUF1918	PF08940.11	Domain of unknown function (DUF1918)
DUF1919	PF08942.10	Domain of unknown function (DUF1919)
DUF192	PF02643.15	Uncharacterized ACR, COG1430
DUF1921	PF09081.10	Domain of unknown function (DUF1921)
DUF1922	PF09082.10	Domain of unknown function (DUF1922)
DUF1923	PF09083.10	Domain of unknown function (DUF1923)
DUF1924	PF09086.11	Domain of unknown function (DUF1924)
DUF1925	PF09094.11	Domain of unknown function (DUF1925)
DUF1926	PF09095.11	Domain of unknown function (DUF1926)
DUF1929	PF09118.11	Domain of unknown function (DUF1929)
DUF1930	PF09122.10	Domain of unknown function (DUF1930)
DUF1931	PF09123.11	Domain of unknown function (DUF1931)
DUF1932	PF09130.11	Domain of unknown function (DUF1932)
DUF1933	PF09147.10	Domain of unknown function (DUF1933)
DUF1934	PF09148.10	Domain of unknown function (DUF1934)
DUF1935	PF09149.10	Domain of unknown function (DUF1935)
DUF1936	PF09151.10	Domain of unknown function (DUF1936)
DUF1937	PF09152.10	Domain of unknown function (DUF1937)
DUF1938	PF09153.10	Domain of unknown function (DUF1938)
DUF1939	PF09154.10	Domain of unknown function (DUF1939)
DUF1940	PF09155.10	Domain of unknown function (DUF1940)
DUF1942	PF09167.11	Domain of unknown function (DUF1942)
DUF1943	PF09172.11	Domain of unknown function (DUF1943)
DUF1944	PF09175.10	Domain of unknown function (DUF1944)
DUF1945	PF09178.10	Domain of unknown function (DUF1945)
DUF1947	PF09183.10	Domain of unknown function (DUF1947)
DUF1948	PF09185.10	Domain of unknown function (DUF1948)
DUF1949	PF09186.11	Domain of unknown function (DUF1949)
DUF1951	PF09188.10	Domain of unknown function (DUF1951)
DUF1952	PF09189.10	Domain of unknown function (DUF1952)
DUF1953	PF09196.10	Domain of unknown function (DUF1953)
DUF1955	PF09205.10	Domain of unknown function (DUF1955)
DUF1957	PF09210.11	Domain of unknown function (DUF1957)
DUF1958	PF09211.10	Domain of unknown function (DUF1958)
DUF1959	PF09218.10	Domain of unknown function (DUF1959)
DUF1961	PF09224.11	Domain of unknown function (DUF1961)
DUF1962	PF09227.10	Domain of unknown function (DUF1962)
DUF1963	PF09234.10	Domain of unknown function (DUF1963)
DUF1964	PF09244.10	Domain of unknown function (DUF1964)
DUF1965	PF09248.10	Domain of unknown function (DUF1965)
DUF1966	PF09260.11	Domain of unknown function (DUF1966)
DUF1967	PF09269.11	Domain of unknown function (DUF1967)
DUF1968	PF09291.10	Domain of unknown function (DUF1968)
DUF1970	PF09301.10	Domain of unknown function (DUF1970)
DUF1971	PF09313.11	Domain of unknown function (DUF1971)
DUF1972	PF09314.11	Domain of unknown function (DUF1972)
DUF1974	PF09317.11	Domain of unknown function (DUF1974)
DUF1977	PF09320.11	Domain of unknown function (DUF1977)
DUF1978	PF09321.10	Domain of unknown function (DUF1978)
DUF1979	PF09322.10	Domain of unknown function (DUF1979)
DUF1980	PF09323.10	Domain of unknown function (DUF1980)
DUF1981	PF09324.10	Domain of unknown function (DUF1981)
DUF1983	PF09327.11	Domain of unknown function (DUF1983)
DUF1985	PF09331.11	Domain of unknown function (DUF1985)
DUF1986	PF09342.11	Domain of unknown function (DUF1986)
DUF1987	PF09345.10	Domain of unknown function (DUF1987)
DUF1989	PF09347.10	Domain of unknown function (DUF1989)
DUF1990	PF09348.10	Domain of unknown function (DUF1990)
DUF1992	PF09350.10	Domain of unknown function (DUF1992)
DUF1993	PF09351.10	Domain of unknown function (DUF1993)
DUF1995	PF09353.10	Domain of unknown function (DUF1995)
DUF1996	PF09362.10	Domain of unknown function (DUF1996)
DUF1997	PF09366.10	Protein of unknown function (DUF1997)
DUF1998	PF09369.10	Domain of unknown function (DUF1998)
DUF1999	PF09390.10	Protein of unknown function (DUF1999)
DUF2000	PF09391.10	Protein of unknown function (DUF2000)
DUF2001	PF09393.10	Phage tail tube protein
DUF2002	PF09400.10	Protein of unknown function (DUF2002)
DUF2004	PF09406.10	Protein of unknown function (DUF2004)
DUF2007	PF09413.10	Putative prokaryotic signal transducing protein
DUF2009	PF09418.10	Protein of unknown function (DUF2009)
DUF2011	PF09428.10	Fungal protein of unknown function (DUF2011)
DUF2012	PF09430.10	Protein of unknown function (DUF2012)
DUF2013	PF09431.10	Protein of unknown function (DUF2013)
DUF2014	PF09427.10	Domain of unknown function (DUF2014)
DUF2015	PF09435.10	Fungal protein of unknown function (DUF2015)
DUF2016	PF09436.10	Domain of unknown function (DUF2016)
DUF2017	PF09438.10	Domain of unknown function (DUF2017)
DUF2018	PF09442.10	Domain of unknown function (DUF2018)
DUF2019	PF09450.10	Domain of unknown function (DUF2019)
DUF202	PF02656.15	Domain of unknown function (DUF202)
DUF2020	PF09449.10	Domain of unknown function (DUF2020)
DUF2023	PF09633.10	Protein of unknown function (DUF2023)
DUF2024	PF09630.10	Domain of unknown function (DUF2024)
DUF2025	PF09634.10	Protein of unknown function (DUF2025)
DUF2026	PF09641.10	Protein of unknown function (DUF2026)
DUF2027	PF09640.10	Domain of unknown function (DUF2027)
DUF2028	PF09667.10	Domain of unknown function (DUF2028)
DUF2031	PF09592.10	Protein of unknown function (DUF2031)
DUF2034	PF10356.9	Protein of unknown function (DUF2034)
DUF2039	PF10217.9	Uncharacterized conserved protein (DUF2039)
DUF2040	PF09745.9	Coiled-coil domain-containing protein 55 (DUF2040)
DUF2043	PF09740.9	Uncharacterized conserved protein (DUF2043)
DUF2045	PF09741.9	Uncharacterized conserved protein (DUF2045)
DUF2046	PF09755.9	Uncharacterized conserved protein H4 (DUF2046)
DUF2048	PF09752.9	Abhydrolase domain containing 18
DUF2052	PF09747.9	Coiled-coil domain containing protein (DUF2052)
DUF2053	PF09767.9	Predicted membrane protein (DUF2053)
DUF2054	PF10218.9	Uncharacterized conserved protein (DUF2054)
DUF2057	PF09829.9	Uncharacterized protein conserved in bacteria (DUF2057)
DUF2058	PF09831.9	Uncharacterized protein conserved in bacteria (DUF2058)
DUF2059	PF09832.9	Uncharacterized protein conserved in bacteria (DUF2059)
DUF2061	PF09834.9	Predicted membrane protein (DUF2061)
DUF2062	PF09835.9	Uncharacterized protein conserved in bacteria (DUF2062)
DUF2063	PF09836.9	Putative DNA-binding domain
DUF2064	PF09837.9	Uncharacterized protein conserved in bacteria (DUF2064)
DUF2065	PF09838.9	Uncharacterized protein conserved in bacteria (DUF2065)
DUF2066	PF09839.9	Uncharacterized protein conserved in bacteria (DUF2066)
DUF2067	PF09840.9	Uncharacterized protein conserved in archaea (DUF2067)
DUF2069	PF09842.9	Predicted membrane protein (DUF2069)
DUF2070	PF09843.9	Predicted membrane protein (DUF2070)
DUF2071	PF09844.9	Uncharacterized conserved protein (COG2071)
DUF2072	PF09845.9	Zn-ribbon containing protein
DUF2073	PF09846.9	Uncharacterized protein conserved in archaea (DUF2073)
DUF2075	PF09848.9	Uncharacterized conserved protein (DUF2075)
DUF2076	PF09849.9	Uncharacterized protein conserved in bacteria (DUF2076)
DUF2079	PF09852.9	Predicted membrane protein (DUF2079)
DUF2080	PF09853.9	Putative transposon-encoded protein (DUF2080)
DUF2083	PF09856.9	Predicted transcriptional regulator (DUF2083)
DUF2085	PF09858.9	Predicted membrane protein (DUF2085)
DUF2087	PF09860.9	Uncharacterized protein conserved in bacteria (DUF2087)
DUF2089	PF09862.9	Protein of unknown function (DUF2089)
DUF2090	PF09863.9	Uncharacterized protein conserved in bacteria (DUF2090)
DUF2092	PF09865.9	Predicted periplasmic protein (DUF2092)
DUF2093	PF09866.9	Uncharacterized protein conserved in bacteria (DUF2093)
DUF2095	PF09868.9	Uncharacterized protein conserved in archaea (DUF2095)
DUF2096	PF09869.9	Uncharacterized protein conserved in archaea (DUF2096)
DUF2097	PF09870.9	Uncharacterized protein conserved in archaea (DUF2097)
DUF2098	PF09871.9	Uncharacterized protein conserved in archaea (DUF2098)
DUF2099	PF09872.9	Uncharacterized protein conserved in archaea (DUF2099)
DUF21	PF01595.20	Cyclin M transmembrane N-terminal domain
DUF2100	PF09873.9	Uncharacterized protein conserved in archaea (DUF2100)
DUF2101	PF09874.9	Predicted membrane protein (DUF2101)
DUF2102	PF09875.9	Uncharacterized protein conserved in archaea (DUF2102)
DUF2103	PF09876.9	Predicted metal-binding protein (DUF2103)
DUF2104	PF09877.9	Predicted membrane protein (DUF2104)
DUF2105	PF09878.9	Predicted membrane protein (DUF2105)
DUF2106	PF09879.9	Predicted membrane protein (DUF2106)
DUF2107	PF09880.9	Predicted membrane protein (DUF2107)
DUF2108	PF09881.9	Predicted membrane protein (DUF2108)
DUF2109	PF09882.9	Predicted membrane protein (DUF2109)
DUF211	PF02680.14	Uncharacterized ArCR, COG1888
DUF2110	PF09883.9	Uncharacterized protein conserved in archaea (DUF2110)
DUF2111	PF09884.9	Uncharacterized protein conserved in archaea (DUF2111)
DUF2112	PF09885.9	Uncharacterized protein conserved in archaea (DUF2112)
DUF2113	PF09886.9	Uncharacterized protein conserved in archaea (DUF2113)
DUF2114	PF09887.9	Uncharacterized protein conserved in archaea (DUF2114)
DUF2115	PF09888.9	Uncharacterized protein conserved in archaea (DUF2115)
DUF2116	PF09889.9	Uncharacterized protein containing a Zn-ribbon (DUF2116)
DUF2117	PF09890.9	Uncharacterized protein conserved in archaea (DUF2117)
DUF2118	PF09891.9	Uncharacterized protein conserved in archaea (DUF2118)
DUF2119	PF09892.9	Uncharacterized protein conserved in archaea (DUF2119)
DUF212	PF02681.14	Divergent PAP2 family
DUF2120	PF09893.9	Uncharacterized protein conserved in archaea (DUF2120)
DUF2121	PF09894.9	Uncharacterized protein conserved in archaea (DUF2121)
DUF2122	PF09895.9	RecB-family nuclease (DUF2122)
DUF2124	PF09897.9	Uncharacterized protein conserved in archaea (DUF2124)
DUF2125	PF09898.9	Uncharacterized protein conserved in bacteria (DUF2125)
DUF2126	PF09899.9	Putative amidoligase enzyme (DUF2126)
DUF2127	PF09900.9	Predicted membrane protein (DUF2127)
DUF2129	PF09902.9	Uncharacterized protein conserved in bacteria (DUF2129)
DUF2130	PF09903.9	Uncharacterized protein conserved in bacteria (DUF2130)
DUF2135	PF09906.9	Uncharacterized protein conserved in bacteria (DUF2135)
DUF2138	PF09909.9	Uncharacterized protein conserved in bacteria (DUF2138)
DUF2139	PF09910.9	Uncharacterized protein conserved in archaea (DUF2139)
DUF2140	PF09911.9	Uncharacterized protein conserved in bacteria (DUF2140)
DUF2141	PF09912.9	Uncharacterized protein conserved in bacteria (DUF2141)
DUF2142	PF09913.9	Predicted membrane protein (DUF2142)
DUF2145	PF09916.9	Uncharacterized protein conserved in bacteria (DUF2145)
DUF2147	PF09917.9	Uncharacterized protein conserved in bacteria (DUF2147)
DUF2148	PF09918.9	Uncharacterized protein containing a ferredoxin domain (DUF2148)
DUF2149	PF09919.9	Uncharacterized conserved protein (DUF2149)
DUF2150	PF09920.9	Uncharacterized protein conserved in archaea (DUF2150)
DUF2151	PF10221.9	Cell cycle and development regulator
